group_kanji,member_number,kanji,original_kanji,meaning,story,frame_number,onyomi
匚,4,匝,匝,,,,
匚,5,匠,匠,"artisan, workman, carpenter",Box . . . ax. [6],6,
匚,6,匡,匡,,,,
匚,7,匣,匣,,,,
匚,8,医,医,"doctor, medicine",Box . . . dart. [7],7,
匚,9,匪,匪,,,,
匚,10,匿,匿,"hide, shelter, shield",Box . . . young. [10],10,トク
匚,11,匯,匯,,,,
匚,12,匱,匱,,,,
匚,13,匳,匳,,,,
匚,13,匚②,匚,,,,
区①,1,区①①,区①,"ward, district","The ward referred to here is a subdivision of a large city. Its elements: box . . . sheaves. When used as a primitive ELEMENT, it may be helpful at times to break it up into these same composite elements. [4]",4,
区①,2,枢①,枢,"hinge, pivot, door",Tree . . . ward. [8],8,スウ、 シュ
区①,3,殴②,殴,"assault, hit, beat, thrash",Ward . . . missile. [8],8,オウ
区①,4,欧①,欧,Europe,"Ward . . . yawn. Like the kanji of frame 1647, this character is an abbreviation of the name of a geographical region. [8]",8,オウ
区①,4,区①②,区①,,,,
區,1,區①,區,,,,
區,2,傴,傴,,,,
區,3,嶇,嶇,,,,
區,4,嘔,嘔,,,,
區,5,嫗,嫗,,,,
區,6,樞,樞,,,,
區,7,謳,謳,,,,
區,8,驅,驅,,,,
區,9,毆,毆,,,,
區,10,歐,歐,,,,
區,11,甌,甌,,,,
區,12,奩,奩,,,,
區,12,區②,區,,,,
巨,1,巨①,巨,"gigantic, big, large, great","This kanji depicts a gigantic “pop-eye,” which accounts for its shape. Be sure not to confuse it with the slave (retainer) we just learned.[5]",5,キョ
巨,2,拒,拒,"repel, refuse, reject, decline",Fingers . . . gigantic. [8],8,キョ、 ゴ
巨,2,巨②,巨,,,,
臣,1,臣①,臣,"retainer, subject","This kanji is actually a pictograph for an eye, distorted to make it appear that the pupil is protruding towards the right. This may not be an easy form to remember, but try this: Draw it once rather large, and notice how moving the two vertical lines on the right as far right as possible gives you the pictograph of the eye in its natural form. The “pop-eye” image belongs to an Emperor’s retainer standing in awe before his ruler. [7]",7,シン、ジン
臣,1,臣②,臣,slave,"* as a primitive, the meaning of the key word becomes slave.",,シン、ジン
臣,2,姫,姫,princess,Woman . . . slave. [10],10,キ
臣,3,臨,臨,"look to, face, meet, confront, attend, call on","Slave . . . reclining . . . goods. The key word suggests both looking ahead to something and “seeing to” what is at hand. Consistent with everything we have learned about the role of the key word, this means that you must choose one meaning and stick to it. [18]",18,リン
臣,4,臥,臥,"bend down, bow, lie prostrate",Slave . . . person [9],9,
臣,5,宦,宦,official,House . . . Slave. [15],15,
臣,5,臣③,臣,,,,
堅,1,堅①,堅,"strict, hard, solid, tough, tight, reliable",Slave . . . crotch . . . soil. [12],12,ケン
堅,2,慳,慳,,,,
堅,3,樫,樫,,,,
堅,4,腎,腎,kidney,Slave . . . crotch . . . flesh. [13],13,
堅,5,竪,竪,,,,
堅,6,緊,緊,"tense, solid, hard, reliable, tight",Slave . . . crotch . . . thread. [15],15,
堅,7,豎,豎,,,,
堅,8,賢,賢,"intelligent, wise, wisdom, cleverness",Slave . . . crotch . . . shellfish. [16],16,
堅,9,鏗,鏗,,,,
堅,10,鰹,鰹,,,,
堅,10,堅②,堅,,,,
監,1,監①,監,"oversee, official, govt office",Slaves . . . reclining . . . floor . . . dish. [17],17,カン
監,2,藍,藍,indigo,Grass . . . slaves . . . reclining . . . floor . . . dish. [18],18,ラン
監,3,濫,濫,"excessive, overflow, spread out",Water . . . oversee. [18],18,ラン
監,4,鑑,鑑,"specimen, take warning from, learn from",Metal . . . oversee. [23],23,カン
監,5,覧,覧,"perusal, see",Slaves . . . reclining . . . floor . . . see. [17],17,ラン
監,5,監②,監,,,,
蔵,1,蔵①,蔵,"storehouse, hide, own, have, possess",Flowers . . . parade . . . slaves. [15],15,ゾウ、ソウ
蔵,2,臓,臓,"entrails, viscera, bowels",Part of the body . . . storehouse. [19],19,ゾウ
蔵,2,蔵②,蔵,,,,
⼚,2,歴,歴,"curriculum, continuation, passage of time","That same grove of trees we met in frame 213 shows up here in the character for curriculum (in the sense of a record of one’s life or academic achievements, the curriculum vitae). Instead of the grove making its way slowly through the surface of the cliff as before, here we see it stopped, much the same as a curriculum vitae calls a halt to the calendar and talks only about the past. [14]",14,レキ、レッキ
⼚,3,暦,暦,"calendar, almanac","Look at this character in reverse order, from bottom up. First we see the primitive for days, an appropriate enough way to begin a calendar. Next we see a grove of trees growing under a cliff. The laws of nature being what they are, the trees would be stunted under such conditions, unless they were strong enough to keep growing upwards until they passed through the layers of rock and soil, right up to the surface. Now imagine that in those little boxes marking off the days on your wall calendar, you see that very process taking place step by step: 365 or so time-lapse pictures of that grove of trees each month, from January under the cliff to December on top of the cliff. The story is not as complex as it sounds, particularly if you happen to have a calendar nearby and can flip through it with this image in mind. [14]",14,レキ、 リャク
广,1,广①,广,"cave, This primitive combines the cliff (the last 2 strokes) with the first dot we use on the roof of the house.",* cave Z This primitive combines the cliff (the last 2 strokes) with the first dot we use on the roof of the house. Together they make a “cliff house” or cave. It “encloses” its relative primitives beneath it and to the right. [3],3,
广,2,店,店,"store, shop",Cave . . . fortune-telling. [8],8,テン
广,3,庫,庫,"warehouse, storehouse",Cave . . . car. [10],10,コ、ク
广,4,庭,庭,"courtyard, garden, yard",Cave . . . courts. [10],10,テイ
广,5,庁,庁,government office,Cave . . . a spike. [5],5,チョウ、テイ
广,6,床,床,"bed, counter for beds, floor, padding, tatami",Cave . . . tree. [7],7,ショウ
广,6,广②,广,,,,
麻,1,麻①,麻,"hemp, flax, numb","Cave . . . grove. If it helps, this is the hemp marijuana comes from. [11]",11,マ、 マア
麻,2,嘛,嘛,,,,
麻,3,麼,麼,,,,
麻,4,摩,摩,"chafe, rub, polish, grind, scrape",Hemp . . . hand. [15],15,マ
麻,5,麾,麾,,,,
麻,6,磨,磨,"grind, polish, scour, improve, brush (teeth)",Hemp . . . stone. [16],16,マ
麻,7,縻,縻,,,,
麻,8,糜,糜,,,,
麻,9,麿,麿,,,,
麻,10,靡,靡,,,,
麻,11,魔,魔,"witch, demon, evil spirit",Hemp . . . ghost. [21],21,マ
麻,11,麻②,麻,,,,
皮,1,皮①,皮,"pelt, skin, hide, leather, skin radical (no. 107)","The simplest way to remember this character is to see it as built up from that for branch. The first stroke can then stand for something “hanging” down from the branch, namely its bark or pelt. The barb at the end of the second stroke is the only other change. Merely by concentrating on this as you write the following small cluster of characters should be enough to fix the form in your mind. By way of exception, you might doodle around with the kanji’s form to see what you can come up with. [5]",5,ヒ
皮,2,披,披,"expose, open",Fingers . . . pelt. [8],8,ヒ
皮,3,破,破,"rend, rip, tear, break, destroy, defeat, frustrate",Rock . . . pelt. [10],10,ハ
皮,4,被,被,"incur, cover, veil, brood over, shelter, wear, put on, be exposed (film), receiving",Garment . . . pelt. [10],10,ヒ
皮,5,波,波,"waves, billows, Poland",Water’s . . . pelt. [8],8,ハ
皮,6,婆,婆,"old woman, grandma, wet nurse",Waves . . . woman. [11],11,バ
皮,6,皮②,皮,,,,
疒,1,疒①,疒,sickness,"* sickness ¿ The enclosure shown in this frame is composed of a cave with ice outside of it. It is used for a number of kanji related to sickness. If you want to picture a caveman nursing a hangover with an ice-pack, that should provide enough help to remember the shape of this element and its meaning. [5]",5,
疒,2,病,病,"ill, sick",Sickness . . . third class. [10],10,ビョウ、ヘイ
疒,3,痴,痴,"stupid, foolish",Know . . . sickness. [13],13,チ
疒,4,痘,痘,"pox, smallpox",Sickness . . . beans. [12],12,トウ
疒,5,痕,痕,"mark, foot print",Sickness . . . silver. [11],11,コン
疒,6,疹①,疹,,,,
疒,6,疾,疾,rapidly,"Be sure to keep this character distinct from quick (frame 1669) and swift (frame 280). Picture a succession of poison darts (the sort that inflict sickness) flying out rapid-fire from a blowgun, so that “rapid-fire” can conjure up the proper image. [10]",10,シツ
疒,7,嫉,嫉,"jealous, envy",Woman . . . rapidly. [13],13,シツ
疒,8,痢,痢,diarrhea,Sickness . . . profit. [12],12,リ
疒,9,疲,疲,"exhausted, tire, weary",Sickness . . . pelt. [10],10,ヒ
疒,10,痛,痛,"pain, hurt, damage, bruise",Sickness . . . chop-seal . . . utilize. [12],12,ツウ
疒,10,疒②,疒,,,,
𠂆,1,𠂆①,𠂆,drag,"* drag ± Althoughnot a pictograph in the strict sense, this primitive depicts one stroke pulling another along behind it.

Note how it differs from cliff and person because of this dragging effect,not to mention the fact that the first stroke is written right to left, almost as if it were a long drop.

When this element comes under a different element, the strokes are drawn apart like this: ¼. [2]",2,
𠂆,2,派,派,"faction, group, party, clique, sect, school","Water . . . drag . . . rag. Back in frame 1048 we indicated that this latter radical would come up once again, as it does in this and the following two frames. [9]",9,ハ
𠂆,3,脈,脈,"vein, pulse, hope",Part of body . . . drag . . . rag. [10],10,ミャク
𠂆,4,衆,衆,"masses, great numbers, multitude, populace",Blood . . . drag . . . rag. [12],12,
𠂆,5,逓,逓,"relay, in turn, sending",Drag . . . cornstalk . . . belt . . . road. [10],10,テイ
𠂆,5,𠂆②,𠂆,,,,
后,1,后①,后,"empress, queen, after, behind, back, later",Drag . . . one . . . mouth. [6],6,
后,2,垢,垢,,,,
后,2,后②,后,,,,
盾,1,盾①,盾,"shield, escutcheon, pretext",Dragging . . . ten eyes. [9],9,ジュン
盾,2,循,循,"sequential, follow",Line . . . shield. [12],12,ジュン
盾,2,盾②,盾,,,,
斤,1,斤①,斤,"axe, 1.32 lb, catty, counter for loaves of bread, axe radical (no. 69)","This character represents a picture of an ax, the two vertical lines being the handle and the horizontal strokes of the blade. Note the writing order carefully. [4]",4,キン
斤,2,斧①,斧,"ax, hatchet",Father . . . ax. [8],8,フ
斤,3,析,析,"chop, divide, tear, analyze",Tree . . . ax. [8],8,セキ
斤,4,所,所,"place, extent",Door . . . ax. [8],8,ショ
斤,5,祈,祈,"pray, wish",Altar . . . ax. [8],8,キ
斤,6,近,近,"near, early, akin, tantamount",Ax . . . road. Be careful not to confuse with draw near (frame 192) or bystander (frame 1015). [7],7,キン、コン
斤,7,斬,斬,"beheading, kill, murder",Car . . . Ax . [11],11,ザン、 サン、 セン、 ゼン
斤,8,暫,暫,"temporarily, a while, moment, long time",Kill . . . days. [15],15,ザン
